rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,date,year,month,clean_text,input_text,prob_neg,prob_neu,prob_pos,sentiment_score,sentiment_label,is_silent_killer
5.0,Five Stars,Easy to use. As long as have a wifi service I can bring it to anywhere I want.,[],B00ZV9RDKK,B075X8471B,AHP7QCX4EJYRBLPDXDVTYHELI4FA,1497805206228,0,True,2017-06-18 17:00:06.228,2017,2017-06,Easy to use. As long as have a wifi service I can bring it to anywhere I want.,Easy to use. As long as have a wifi service I can bring it to anywhere I want.,0.0076460014,0.17935675,0.8129972,0.8053512,positive,False
5.0,Great,Awesome product love it!,[],B00ZV9RDKK,B075X8471B,AG3OXL4I5XXCFRR6X6WULZJKNOPA,1561686059067,0,True,2019-06-28 01:40:59.067,2019,2019-06,Awesome product love it!,Awesome product love it!,0.0057174056,0.010502508,0.9837801,0.9780627,positive,False
5.0,Easy directions on you tube to use it,As described. Easy directions on you tube to use it.,[],B00ZV9RDKK,B075X8471B,AF5FFHWJFUFRKC523LBBZQ6UIFVQ,1482951094000,0,True,2016-12-28 18:51:34.000,2016,2016-12,As described. Easy directions on you tube to use it.,As described. Easy directions on you tube to use it.,0.0080443965,0.2739636,0.717992,0.7099476,positive,False
5.0,Five Stars,works perfectly,[],B00ZV9RDKK,B075X8471B,AG7ZHLIFREPYD7OBVVR55VULM57A,1504615254589,0,True,2017-09-05 12:40:54.589,2017,2017-09,works perfectly,works perfectly,0.0131724235,0.07760308,0.9092245,0.89605206,positive,False
5.0,Fire stick,Great product,[],B00ZV9RDKK,B075X8471B,AF5CNZ3NSAWI6CFA3VBFDTI5U4FQ,1540569395380,0,True,2018-10-26 15:56:35.380,2018,2018-10,Great product,Great product,0.00960183,0.040750183,0.94964796,0.94004613,positive,False
5.0,Five Stars,Wonderful replaced fire stick without Alexa and makes life easier than ever,[],B00ZV9RDKK,B075X8471B,AEXJZDV2KWXX6A7TXVQTSRKKO2BQ,1521481746221,0,True,2018-03-19 17:49:06.221,2018,2018-03,Wonderful replaced fire stick without Alexa and makes life easier than ever,Wonderful replaced fire stick without Alexa and makes life easier than ever,0.004802077,0.018647166,0.97655076,0.9717487,positive,False
5.0,Five Stars,Does the job,[],B00ZV9RDKK,B075X8471B,AG4VSC4PHMS5O6BSOPXURF22CPFA,1532878996966,1,True,2018-07-29 15:43:16.966,2018,2018-07,Does the job,Does the job,0.08058018,0.6594099,0.26000994,0.17942977,neutral,True
5.0,Great Device!,"What an easy, convenient little device! I have smart TVs but this makes it even easier and opens up a world of apps. I LOVE the Alexa voice feature as well! Highly recommend!",[],B00ZV9RDKK,B075X8471B,AFSHW2WFOQPCRNV4SNDH4NQKN6IQ,1506207498617,0,True,2017-09-23 22:58:18.617,2017,2017-09,"What an easy, convenient little device! I have smart TVs but this makes it even easier and opens up a world of apps. I LOVE the Alexa voice feature as well! Highly recommend!","What an easy, convenient little device! I have smart TVs but this makes it even easier and opens up a world of apps. I LOVE the Alexa voice feature as well! Highly recommend!",0.002694178,0.008836472,0.9884694,0.98577523,positive,False
5.0,Love It,Cant live with out it...,[],B00ZV9RDKK,B075X8471B,AF2DKRVU35DSYPLWWGS56WIXFIZA,1537230280541,0,True,2018-09-18 00:24:40.541,2018,2018-09,Cant live with out it...,Cant live with out it...,0.37155277,0.3966795,0.23176768,-0.13978508,neutral,True
4.0,Trustworthy product,Had a tough time deciding whether or not to buy the 4K version. This is a gift and the person receiving it does not yet have a 4K tv. Cannot review as I am an apple cast member but know how these devices work and am completely satisfied with my purchase.,[],B00ZV9RDKK,B075X8471B,AFGHZCBYAK4DTERRUJP7OLC6FXSA,1545183551844,0,True,2018-12-19 01:39:11.844,2018,2018-12,Had a tough time deciding whether or not to buy the 4K version. This is a gift and the person receiving it does not yet have a 4K tv. Cannot review as I am an apple cast member but know how these devices work and am completely satisfied with my purchase.,Had a tough time deciding whether or not to buy the 4K version. This is a gift and the person receiving it does not yet have a 4K tv. Cannot review as I am an apple cast member but know how these devices work and am completely satisfied with my purchase.,0.2108607,0.5054606,0.28367862,0.07281792,neutral,True
5.0,"Neat, needs some tweaking, but it works pretty well.","The voice search is kinda spotty, and you can't really search inside apps, but it does a fine job of streaming. I also signed up for Shudder (on the website, not through amazon) and it really adds some great horror movies to the availability of the prime movies.<br /><br />The remote is a bitch and a half to open at first, but then you realize that it's really something that doesn't need force to open, and then it opens easily.<br /><br />All in all, if you see one on sale, grab it if you want something cool. I upgraded from a basic Roku to this and haven't missed out on anything.",[],B00ZV9RDKK,B075X8471B,AHADZZ4H377HDPU3MSGYC4JMBOVQ,1539667255358,0,True,2018-10-16 05:20:55.358,2018,2018-10,"The voice search is kinda spotty, and you can't really search inside apps, but it does a fine job of streaming. I also signed up for Shudder (on the website, not through amazon) and it really adds some great horror movies to the availability of the prime movies. The remote is a bitch and a half to open at first, but then you realize that it's really something that doesn't need force to open, and then it opens easily. All in all, if you see one on sale, grab it if you want something cool. I upgraded from a basic Roku to this and haven't missed out on anything.","The voice search is kinda spotty, and you can't really search inside apps, but it does a fine job of streaming. I also signed up for Shudder (on the website, not through amazon) and it really adds some great horror movies to the availability of the prime movies. The remote is a bitch and a half to open at first, but then you realize that it's really something that doesn't need force to open, and then it opens easily. All in all, if you see one on sale, grab it if you want something cool. I upgraded from a basic",0.04528508,0.21141872,0.7432962,0.6980111,positive,False
3.0,Just Ok. I Prefer the Roku,The Firestick for me is just ok. Nothing about it is better or easier to use than the Roku. I have both. And my preference over the two is the Roku.,[],B00ZV9RDKK,B075X8471B,AEPO4UIN26VZLOYJNVRGBMXMB6LA,1524707204459,0,True,2018-04-26 01:46:44.459,2018,2018-04,The Firestick for me is just ok. Nothing about it is better or easier to use than the Roku. I have both. And my preference over the two is the Roku.,The Firestick for me is just ok. Nothing about it is better or easier to use than the Roku. I have both. And my preference over the two is the Roku.,0.02722553,0.1025452,0.87022924,0.8430037,positive,False
5.0,Love it! Still discovering new things to do with ...,Love it!  Still discovering new things to do with the Fire stick every day!,[],B00ZV9RDKK,B075X8471B,AEBOZUPXR2IOM5JJOVZA6EMTM3IA,1487185084000,0,True,2017-02-15 18:58:04.000,2017,2017-02,Love it! Still discovering new things to do with the Fire stick every day!,Love it! Still discovering new things to do with the Fire stick every day!,0.002749539,0.010209379,0.9870411,0.98429155,positive,False
5.0,It has been the best addition to our house and am looking at ordering ...,I couldn't live without my FireStick. It has been the best addition to our house and am looking at ordering another for the tv in the bedroom.,[],B00ZV9RDKK,B075X8471B,AGUKQQBYY3RXQCM6QWM7LO5DHHHQ,1520431344633,0,True,2018-03-07 14:02:24.633,2018,2018-03,I couldn't live without my FireStick. It has been the best addition to our house and am looking at ordering another for the tv in the bedroom.,I couldn't live without my FireStick. It has been the best addition to our house and am looking at ordering another for the tv in the bedroom.,0.007502865,0.029950446,0.9625467,0.95504385,positive,False
5.0,Fantastic!!!!!!!!,Love it A+,[],B00ZV9RDKK,B075X8471B,AHUECXCY6NWXIKI7AUILMTYAKNJQ,1481825173000,0,True,2016-12-15 18:06:13.000,2016,2016-12,Love it A+,Love it A+,0.0045736423,0.017468624,0.9779578,0.97338414,positive,False
5.0,Very satisfied,Super awesome,[],B00ZV9RDKK,B075X8471B,AFC4S6B4MGXYSZDLRAGWVB3VZLCQ,1532452230002,0,True,2018-07-24 17:10:30.002,2018,2018-07,Super awesome,Super awesome,0.008223678,0.026135081,0.9656412,0.95741755,positive,False
5.0,Great device (once you figure out how to open the ...,Great device (once you figure out how to open the back to insert the batteries!) and excellent phone support from Amazon with initial set-up.,[],B00ZV9RDKK,B075X8471B,AHOINRNHPK5LNW242JNTW4GLKQIA,1529409286400,0,True,2018-06-19 11:54:46.400,2018,2018-06,Great device (once you figure out how to open the back to insert the batteries!) and excellent phone support from Amazon with initial set-up.,Great device (once you figure out how to open the back to insert the batteries!) and excellent phone support from Amazon with initial set-up.,0.003469066,0.023856802,0.97267413,0.9692051,positive,False
5.0,Five Stars,Love our fire stick still learning more about it everyday.,[],B00ZV9RDKK,B075X8471B,AEC3OM2FAMJCX4FDJMQ2SIGBAF7A,1519052127099,0,True,2018-02-19 14:55:27.099,2018,2018-02,Love our fire stick still learning more about it everyday.,Love our fire stick still learning more about it everyday.,0.0027975766,0.011936827,0.98526555,0.98246795,positive,False
4.0,Four Stars,Works great!,[],B00ZV9RDKK,B075X8471B,AFQTRWQCJBYHBUIH5IYQC53LXQ5Q,1478395511000,0,True,2016-11-06 01:25:11.000,2016,2016-11,Works great!,Works great!,0.005239337,0.016634606,0.9781261,0.9728868,positive,False
5.0,Open too new options other than cable,So far I’m happy with this item. I received as a gift.,[],B00ZV9RDKK,B075X8471B,AFBX2NYAHMLRZXLO3HSTESR3LABQ,1548551724961,0,True,2019-01-27 01:15:24.961,2019,2019-01,So far I’m happy with this item. I received as a gift.,So far I’m happy with this item. I received as a gift.,0.0025374468,0.017732615,0.9797299,0.97719246,positive,False
3.0,So bummed.....,"I bought this Sept 9,17 worked great for a week then it started to be really hard to navigate and you had to push Key's really hard. Now no response except the voice control. Wrote a email to Amazon waiting to hear back. Amazon has awesome customer service, I will up date when I hear back.",[],B00ZV9RDKK,B075X8471B,AH6ZPFBNBHHWSZYGKHC5RL2G4XAA,1510509557212,0,True,2017-11-12 17:59:17.212,2017,2017-11,"I bought this Sept 9,17 worked great for a week then it started to be really hard to navigate and you had to push Key's really hard. Now no response except the voice control. Wrote a email to Amazon waiting to hear back. Amazon has awesome customer service, I will up date when I hear back.","I bought this Sept 9,17 worked great for a week then it started to be really hard to navigate and you had to push Key's really hard. Now no response except the voice control. Wrote a email to Amazon waiting to hear back. Amazon has awesome customer service, I will up date when I hear back.",0.76099205,0.19287415,0.0461338,-0.71485823,negative,False
5.0,Five Stars,Very easy to use,[],B00ZV9RDKK,B075X8471B,AHEKBRDT5XL7TUTJLSD6UBW2GJLQ,1487117917000,1,True,2017-02-15 00:18:37.000,2017,2017-02,Very easy to use,Very easy to use,0.009904522,0.04566734,0.94442815,0.93452364,positive,False
1.0,Trash,Worked great for 28 days. Moved it to a different Wi-Fi because I had to have my modem Replaced and now suddenly it doesn't recognize my password which I know it's correct to my internet and I have spent over 3 hours on the phone with no help . I have cancelled my subscriptions and tossed it in the trash. Buy roku,[],B00ZV9RDKK,B075X8471B,AETSOCGXTV7VMDBUNG4OWQGFD7TA,1497640299901,1,True,2017-06-16 19:11:39.901,2017,2017-06,Worked great for 28 days. Moved it to a different Wi-Fi because I had to have my modem Replaced and now suddenly it doesn't recognize my password which I know it's correct to my internet and I have spent over 3 hours on the phone with no help . I have cancelled my subscriptions and tossed it in the trash. Buy roku,Worked great for 28 days. Moved it to a different Wi-Fi because I had to have my modem Replaced and now suddenly it doesn't recognize my password which I know it's correct to my internet and I have spent over 3 hours on the phone with no help . I have cancelled my subscriptions and tossed it in the trash. Buy roku,0.6054297,0.27451164,0.12005868,-0.48537102,negative,False
5.0,Five Stars,We love the new remote with the voice feature!<br />Excellent product.  Great value!,[],B00ZV9RDKK,B075X8471B,AEDUFD4SI3SNGPI2LMXAUQM4APFA,1515603911590,0,True,2018-01-10 17:05:11.590,2018,2018-01,We love the new remote with the voice feature! Excellent product. Great value!,We love the new remote with the voice feature! Excellent product. Great value!,0.0025099097,0.006931174,0.990559,0.9880491,positive,False
5.0,Can't beat it for the size and money.,"I have the latest Apple TV, and frankly I like the Fire TV Stick better, I am sorry to say as a big Apple fan. I hope Apple updates everything.  Apple got a little *too* fancy with the user interface to the point of having some awkward features and being a little counter intuitive.  Whereas the Fire TV Stick is simple, logical, easy to use, nice picture. Great product for the low price. Highly recommend to get your Amazon or Netflix fix (or whatever else - do they support HBO? I don't know).",[],B00ZV9RDKK,B075X8471B,AGPWEJVZ7ZM5FTZSMPQ5KSHYCIXQ,1490729141000,1,True,2017-03-28 19:25:41.000,2017,2017-03,"I have the latest Apple TV, and frankly I like the Fire TV Stick better, I am sorry to say as a big Apple fan. I hope Apple updates everything. Apple got a little *too* fancy with the user interface to the point of having some awkward features and being a little counter intuitive. Whereas the Fire TV Stick is simple, logical, easy to use, nice picture. Great product for the low price. Highly recommend to get your Amazon or Netflix fix (or whatever else - do they support HBO? I don't know).","I have the latest Apple TV, and frankly I like the Fire TV Stick better, I am sorry to say as a big Apple fan. I hope Apple updates everything. Apple got a little *too* fancy with the user interface to the point of having some awkward features and being a little counter intuitive. Whereas the Fire TV Stick is simple, logical, easy to use, nice picture. Great product for the low price. Highly recommend to get your Amazon or Netflix fix (or whatever else - do they support HBO? I don't know).",0.12758385,0.22389242,0.64852375,0.5209399,positive,False
5.0,Gives me everything I want.,"I've been streaming from my tablet for my upstairs, unsmart TV. I'm also clumsy and dropped my tablet once too many times. I got this to view Amazon Prime offerings with and I was tickled pink to find Netflix, Hulu, and Sling TV on it, too! We cut the cord over a year ago and never looked back. Glad I don't have to replace my tablet or my TV to get the same channels upstairs!<br /><br />Hey Amazon, can you get Destination America on that thing? That's the only channel we do not have since we left cable, well that and Pop. I live without both just fine, but sometimes there are shows that I'd like to see before they are out on Hulu, Netflix, and even Amazon... although most get to 1 of those 3 in time... patience is all I need, right? LOL",[],B00ZV9RDKK,B075X8471B,AEO7A4622PEK7WMBQZZZQB2LNK2Q,1524425748772,0,True,2018-04-22 19:35:48.772,2018,2018-04,"I've been streaming from my tablet for my upstairs, unsmart TV. I'm also clumsy and dropped my tablet once too many times. I got this to view Amazon Prime offerings with and I was tickled pink to find Netflix, Hulu, and Sling TV on it, too! We cut the cord over a year ago and never looked back. Glad I don't have to replace my tablet or my TV to get the same channels upstairs! Hey Amazon, can you get Destination America on that thing? That's the only channel we do not have since we left cable, well that and Pop. I live without both just fine, but sometimes there are shows that I'd like to see before they are out on Hulu, Netflix, and even Amazon... although most get to 1 of those 3 in time... patience is all I need, right? LOL","I've been streaming from my tablet for my upstairs, unsmart TV. I'm also clumsy and dropped my tablet once too many times. I got this to view Amazon Prime offerings with and I was tickled pink to find Netflix, Hulu, and Sling TV on it, too! We cut the cord over a year ago and never looked back. Glad I don't have to replace my tablet or my TV to get the same channels upstairs! Hey Amazon, can you get Destination America on that thing? That's the only channel we do not have since we left cable, well that and",0.24168389,0.3982746,0.36004147,0.118357584,neutral,True
5.0,Works well!!,"The fire stick was easy to set up and works perfectly. We disconnected our DIRECTV last spring and began streaming Hulu, Netflix, PureFlix, and networks on our devices. The fire stick allows us to stream using a TV so we can watch together. We use it a couple of times a week.",[],B00ZV9RDKK,B075X8471B,AFSYLSITUKYVA3B2HF22RFHGJSPQ,1502329616187,0,True,2017-08-10 01:46:56.187,2017,2017-08,"The fire stick was easy to set up and works perfectly. We disconnected our DIRECTV last spring and began streaming Hulu, Netflix, PureFlix, and networks on our devices. The fire stick allows us to stream using a TV so we can watch together. We use it a couple of times a week.","The fire stick was easy to set up and works perfectly. We disconnected our DIRECTV last spring and began streaming Hulu, Netflix, PureFlix, and networks on our devices. The fire stick allows us to stream using a TV so we can watch together. We use it a couple of times a week.",0.0038302778,0.16191281,0.8342569,0.83042663,positive,False
5.0,A gift definately worth keeping this Christmas season.,"Easily enstalled and for the low cast of Amazon prime great series and movies just a click or two away.  Alexa however often doesn't understand programming requests.  But it's possible to find things without &#34;her&#34; help.  Love ❤️ the original programming, BBC series and movies!",[],B00ZV9RDKK,B075X8471B,AENKCNULVBLJOFG6CALGIH27T5NQ,1483909947000,0,True,2017-01-08 21:12:27.000,2017,2017-01,"Easily enstalled and for the low cast of Amazon prime great series and movies just a click or two away. Alexa however often doesn't understand programming requests. But it's possible to find things without &#34;her&#34; help. Love ❤️ the original programming, BBC series and movies!","Easily enstalled and for the low cast of Amazon prime great series and movies just a click or two away. Alexa however often doesn't understand programming requests. But it's possible to find things without &#34;her&#34; help. Love ❤️ the original programming, BBC series and movies!",0.011490786,0.08978449,0.8987248,0.88723403,positive,False
5.0,We were torn: Fire Stick vs. Apple TV,We were torn between the fire stick and the Apple TV. We are an Apple family but have come to love amazon and the echo dot. So we took a gamble and went with the fire stick cause it is $100 less!! We could not be more satisfied. We cut cable and signed up for DirecTV now. We love our amazon fire stick! It is easy to use and reliable.,[],B00ZV9RDKK,B075X8471B,AEPYXMMWADD5NUKMOCIJ5UIAWZ5Q,1513641783473,0,True,2017-12-19 00:03:03.473,2017,2017-12,We were torn between the fire stick and the Apple TV. We are an Apple family but have come to love amazon and the echo dot. So we took a gamble and went with the fire stick cause it is $100 less!! We could not be more satisfied. We cut cable and signed up for DirecTV now. We love our amazon fire stick! It is easy to use and reliable.,We were torn between the fire stick and the Apple TV. We are an Apple family but have come to love amazon and the echo dot. So we took a gamble and went with the fire stick cause it is $100 less!! We could not be more satisfied. We cut cable and signed up for DirecTV now. We love our amazon fire stick! It is easy to use and reliable.,0.009517311,0.051621627,0.9388611,0.92934376,positive,False
5.0,Must buy Now! Don't wait! Join me in binge watching,"This is something I should have purchased so long ago I could just kick myself in the butt if I could! Omg so very easy to use! I have zero technical skills and usually rely on other people to assist me but this was SUPER easy! Instant happiness as I plugged in the stick in the back of my TV, plugged a cord in the wall and wam! Instant gratification! I had a beautiful little remote that literally guides me through all my options! I am able to watch my Netflix and Amazon and a crap ton of other things that I have not explored yet! This is your answer if your paying crazy amounts of money for cable or dish service! This is a dream come true! Happiness! Except that I have gained a few pounds from being a couch potato due to binge watching!!! Well worth the money! Highly recommend!",[],B00ZV9RDKK,B075X8471B,AFC3TJNQCEYEFWU5DZIKJMH3IJPA,1497647560678,8,True,2017-06-16 21:12:40.678,2017,2017-06,"This is something I should have purchased so long ago I could just kick myself in the butt if I could! Omg so very easy to use! I have zero technical skills and usually rely on other people to assist me but this was SUPER easy! Instant happiness as I plugged in the stick in the back of my TV, plugged a cord in the wall and wam! Instant gratification! I had a beautiful little remote that literally guides me through all my options! I am able to watch my Netflix and Amazon and a crap ton of other things that I have not explored yet! This is your answer if your paying crazy amounts of money for cable or dish service! This is a dream come true! Happiness! Except that I have gained a few pounds from being a couch potato due to binge watching!!! Well worth the money! Highly recommend!","This is something I should have purchased so long ago I could just kick myself in the butt if I could! Omg so very easy to use! I have zero technical skills and usually rely on other people to assist me but this was SUPER easy! Instant happiness as I plugged in the stick in the back of my TV, plugged a cord in the wall and wam! Instant gratification! I had a beautiful little remote that literally guides me through all my options! I am able to watch my Netflix and Amazon and a crap ton of other things",0.038944125,0.045818467,0.9152375,0.87629336,positive,False
3.0,My old one is faster. This one is slow ...,My old one is faster. This one is slow and freezes and for some reason the Hulu app refuses to load. which is weird since my old one was purchased in 2014 I believe.,[],B00ZV9RDKK,B075X8471B,AFDP2LUIMQLIO62PZ3LONU6N2SUA,1529005445816,0,True,2018-06-14 19:44:05.816,2018,2018-06,My old one is faster. This one is slow and freezes and for some reason the Hulu app refuses to load. which is weird since my old one was purchased in 2014 I believe.,My old one is faster. This one is slow and freezes and for some reason the Hulu app refuses to load. which is weird since my old one was purchased in 2014 I believe.,0.7390027,0.23748673,0.023510586,-0.7154921,negative,False
5.0,Excellent product,Love it.,[],B00ZV9RDKK,B075X8471B,AHEKLRNCOIOJ3ZCGUGFOPDVMFKTA,1545871976551,0,True,2018-12-27 00:52:56.551,2018,2018-12,Love it.,Love it.,0.009448783,0.04570902,0.9448422,0.93539345,positive,False
1.0,Definitely not for me. All I could get were ...,Definitely not for me. All I could get were some of the movies and I already have Netflix. I had to sign up and buy all the apps to watch channels. I don't understand what the difference is.,[],B00ZV9RDKK,B075X8471B,AHB62BUMZQHLC65Z3J2AOQT4CBRA,1505495990359,0,True,2017-09-15 17:19:50.359,2017,2017-09,Definitely not for me. All I could get were some of the movies and I already have Netflix. I had to sign up and buy all the apps to watch channels. I don't understand what the difference is.,Definitely not for me. All I could get were some of the movies and I already have Netflix. I had to sign up and buy all the apps to watch channels. I don't understand what the difference is.,0.7565545,0.22450295,0.018942654,-0.73761183,negative,False
5.0,aeesome,Awesome love it.  Should have purchased sooner.,[],B00ZV9RDKK,B075X8471B,AH6O5P6JN4SZ7E7ADUE56ILJMPRA,1503250251118,0,True,2017-08-20 17:30:51.118,2017,2017-08,Awesome love it. Should have purchased sooner.,Awesome love it. Should have purchased sooner.,0.003852593,0.008869646,0.98727775,0.98342514,positive,False
5.0,Firesticks are awesome,"I purchased two of these with the voice.. I've had a total of 5 fire sticks now.  I'm a fan..  only thing better is my smart TV.<br /><br />The voice part works pretty good, took some getting used to though.  I keep forgetting that voice button is there until I've half way typed what i am looking for.<br /><br />I am a real person, that really bought this item.  I did NOT receive this item free or discounted for for my review.  Please help get the REAL reviews to the top by clicking &#34;helpful&#34; just below this review.  Thanks in advance",[],B00ZV9RDKK,B075X8471B,AEEHOCZULNZBW2LTZKZRMVMGFGRA,1518036461072,1,True,2018-02-07 20:47:41.072,2018,2018-02,"I purchased two of these with the voice.. I've had a total of 5 fire sticks now. I'm a fan.. only thing better is my smart TV. The voice part works pretty good, took some getting used to though. I keep forgetting that voice button is there until I've half way typed what i am looking for. I am a real person, that really bought this item. I did NOT receive this item free or discounted for for my review. Please help get the REAL reviews to the top by clicking &#34;helpful&#34; just below this review. Thanks in advance","I purchased two of these with the voice.. I've had a total of 5 fire sticks now. I'm a fan.. only thing better is my smart TV. The voice part works pretty good, took some getting used to though. I keep forgetting that voice button is there until I've half way typed what i am looking for. I am a real person, that really bought this item. I did NOT receive this item free or discounted for for my review. Please help get the REAL reviews to the top by clicking &#34;helpful&#34; just below this review. Thanks in advance",0.013489127,0.09412918,0.89238167,0.87889254,positive,False
5.0,Five Stars,So far so good.,[],B00ZV9RDKK,B075X8471B,AHGJX7LN76FZXVSF3UQQSLAMMZ7Q,1522949873218,0,True,2018-04-05 17:37:53.218,2018,2018-04,So far so good.,So far so good.,0.0046288595,0.02925299,0.96611816,0.9614893,positive,False
5.0,Fire Stick-what a concept!,Love it. Was not sure it would work with our 6 year old HDTV so called and actually got to speak with a live person! Asked her all my questions before ordering and she was a doll and very informative.<br />Got the Fire Stick the next day and was able to set up in 5 mins and voila it worked!  So happy.,[],B00ZV9RDKK,B075X8471B,AGJJSAIOQLXVFJLNIVLREAZZGH2Q,1527277273656,0,True,2018-05-25 19:41:13.656,2018,2018-05,Love it. Was not sure it would work with our 6 year old HDTV so called and actually got to speak with a live person! Asked her all my questions before ordering and she was a doll and very informative. Got the Fire Stick the next day and was able to set up in 5 mins and voila it worked! So happy.,Love it. Was not sure it would work with our 6 year old HDTV so called and actually got to speak with a live person! Asked her all my questions before ordering and she was a doll and very informative. Got the Fire Stick the next day and was able to set up in 5 mins and voila it worked! So happy.,0.0087203225,0.030580211,0.9606995,0.95197916,positive,False
1.0,Very disappointed.,I should have read the item reviews.  It does not work.,[],B00ZV9RDKK,B075X8471B,AGQRSEV7SZTIVO43DPFX7OSIB2EA,1535852532823,0,True,2018-09-02 01:42:12.823,2018,2018-09,I should have read the item reviews. It does not work.,I should have read the item reviews. It does not work.,0.8216376,0.16499731,0.01336514,-0.8082724,negative,False
3.0,Energizer Bunny met its match,Eats batteries. 3 sets in less than a month,[],B00ZV9RDKK,B075X8471B,AE7GTT3YYEV5JLQ36KMYP2M73L2A,1524752022154,0,True,2018-04-26 14:13:42.154,2018,2018-04,Eats batteries. 3 sets in less than a month,Eats batteries. 3 sets in less than a month,0.06538921,0.6460275,0.28858322,0.223194,neutral,False
5.0,Great Product!,"We love our Fire Stick! It was so easy to install and it has great wifi reception. I liked the booster that came with it, that has come in handy. I will be buying a second one. I really like all of the apps, the only thing I wish it had was youtube.",[],B00ZV9RDKK,B075X8471B,AGB5ZUUNOV4R7RB7ZZYSCXD2N3VQ,1524575598336,0,True,2018-04-24 13:13:18.336,2018,2018-04,"We love our Fire Stick! It was so easy to install and it has great wifi reception. I liked the booster that came with it, that has come in handy. I will be buying a second one. I really like all of the apps, the only thing I wish it had was youtube.","We love our Fire Stick! It was so easy to install and it has great wifi reception. I liked the booster that came with it, that has come in handy. I will be buying a second one. I really like all of the apps, the only thing I wish it had was youtube.",0.002685679,0.009376985,0.9879374,0.9852517,positive,False
2.0,Remote battery compartment is faulty,"The remote does not work unless the batteries are manually pushed into the contacts. I struggled with the unit initially, put it aside, tried on a couple more occasions (changed batteries, looked up user manual...not being a &#34;techie&#34; I thought it was me.) It's really no good without a usable remote. Of course, the return window is closed. Had to download an app to operate from my phone. Not really impressed at all.",[],B00ZV9RDKK,B075X8471B,AHTCZ4KYEFBH5I3Q63UZARAJJ2FA,1497971789309,0,True,2017-06-20 15:16:29.309,2017,2017-06,"The remote does not work unless the batteries are manually pushed into the contacts. I struggled with the unit initially, put it aside, tried on a couple more occasions (changed batteries, looked up user manual...not being a &#34;techie&#34; I thought it was me.) It's really no good without a usable remote. Of course, the return window is closed. Had to download an app to operate from my phone. Not really impressed at all.","The remote does not work unless the batteries are manually pushed into the contacts. I struggled with the unit initially, put it aside, tried on a couple more occasions (changed batteries, looked up user manual...not being a &#34;techie&#34; I thought it was me.) It's really no good without a usable remote. Of course, the return window is closed. Had to download an app to operate from my phone. Not really impressed at all.",0.85304993,0.13573344,0.0112166265,-0.8418333,negative,False
5.0,Five Stars,"Great tool, easy-to-use and contains a lot accessibility to a wide variety of channels.",[],B00ZV9RDKK,B075X8471B,AEW2JUIUQ4LQKNIIQMDTBNUGR5LA,1515532370550,0,True,2018-01-09 21:12:50.550,2018,2018-01,"Great tool, easy-to-use and contains a lot accessibility to a wide variety of channels.","Great tool, easy-to-use and contains a lot accessibility to a wide variety of channels.",0.0032201218,0.014543018,0.9822368,0.97901666,positive,False
5.0,Love it.,Great purchase. Very happy.  Not hard to setup. Will be getting three more- for my siblings.,[],B00ZV9RDKK,B075X8471B,AE4T7QZ67MVG7ENOITXWBYEVGAJA,1532141379279,0,True,2018-07-21 02:49:39.279,2018,2018-07,Great purchase. Very happy. Not hard to setup. Will be getting three more- for my siblings.,Great purchase. Very happy. Not hard to setup. Will be getting three more- for my siblings.,0.002679314,0.012989986,0.9843307,0.9816514,positive,False
5.0,Fire Stick with Alexas Voice Remote,I am 85 so have not installed this yet.  Waiting for family help.,[],B00ZV9RDKK,B075X8471B,AHW6VLR3YTYKYNTMNCWDVAOASNVA,1532619906548,0,True,2018-07-26 15:45:06.548,2018,2018-07,I am 85 so have not installed this yet. Waiting for family help.,I am 85 so have not installed this yet. Waiting for family help.,0.67617536,0.2997331,0.024091566,-0.6520838,negative,True
4.0,Four Stars,Worked very well,[],B00ZV9RDKK,B075X8471B,AGTSEFJD3IIPPRCVTEVELOZVEB7A,1513695266537,0,True,2017-12-19 14:54:26.537,2017,2017-12,Worked very well,Worked very well,0.006831793,0.044345573,0.9488226,0.94199085,positive,False
5.0,Look it,"Works as expected. Hate the drama with YouTube, but there is a good work-around.",[],B00ZV9RDKK,B075X8471B,AEMXP4O4YDHEEH2BHX3BFCJ2QAWQ,1516383922881,1,True,2018-01-19 17:45:22.881,2018,2018-01,"Works as expected. Hate the drama with YouTube, but there is a good work-around.","Works as expected. Hate the drama with YouTube, but there is a good work-around.",0.06319495,0.19666101,0.7401441,0.67694914,positive,False
5.0,Bye bye cable!!,"I love that you just plug it in, download apps and you’re ready to go! Super easy and is saving us a fortune on cable!!",[],B00ZV9RDKK,B075X8471B,AGO3NWZUXPFAMVFJWDIII7IZ57GA,1537723166246,0,True,2018-09-23 17:19:26.246,2018,2018-09,"I love that you just plug it in, download apps and you’re ready to go! Super easy and is saving us a fortune on cable!!","I love that you just plug it in, download apps and you’re ready to go! Super easy and is saving us a fortune on cable!!",0.0036392792,0.023062078,0.97329867,0.9696594,positive,False
